REF_AREA,INDICATOR,TIME_PERIOD,OBS_VALUE,UNIT_MEASURE,OBS_STATUS,EXTRACTION_METHOD,SOURCE,REF_AREA_LABEL,INDICATOR_LABEL,DATA_DATE
NE-6,SWEET_POTATO_YIELD_KG_HA,2024/2025,15354.0,kg/ha,A,pdfplumber,bulletin_3T25.pdf,TILLABERY,Patate douce / Rendement,2026-09-14
NE-7,SWEET_POTATO_YIELD_KG_HA,2024/2025,29768.0,kg/ha,A,pdfplumber,bulletin_3T25.pdf,ZINDER,Patate douce / Rendement,2026-09-14
_T,SWEET_POTATO_YIELD_KG_HA,2024/2025,20791.0,kg/ha,A,pdfplumber,bulletin_3T25.pdf,ENSEMBLE,Patate douce / Rendement,2026-09-14
NE-2,SWEET_POTATO_PROD_T,2024/2025,75211.0,t,A,pdfplumber,bulletin_3T25.pdf,DIFFA,Patate douce / Production,2026-09-14
NE-3,SWEET_POTATO_PROD_T,2024/2025,16484.0,t,A,pdfplumber,bulletin_3T25.pdf,DOSSO,Patate douce / Production,2026-09-14
NE-4,SWEET_POTATO_PROD_T,2024/2025,103787.0,t,A,pdfplumber,bulletin_3T25.pdf,MARADI,Patate douce / Production,2026-09-14
NE-5,SWEET_POTATO_PROD_T,2024/2025,6227.0,t,A,pdfplumber,bulletin_3T25.pdf,TAHOUA,Patate douce / Production,2026-09-14
NE-6,SWEET_POTATO_PROD_T,2024/2025,15983.0,t,A,pdfplumber,bulletin_3T25.pdf,TILLABERY,Patate douce / Production,2026-09-14
NE-7,SWEET_POTATO_PROD_T,2024/2025,11282.0,t,A,pdfplumber,bulletin_3T25.pdf,ZINDER,Patate douce / Production,2026-09-14
_T,SWEET_POTATO_PROD_T,2024/2025,228974.0,t,A,pdfplumber,bulletin_3T25.pdf,ENSEMBLE,Patate douce / Production,2026-09-14
NE-1,PEPPER_AREA_HA,2024/2025,290.0,ha,A,camelot_ml,bulletin_3T25.pdf,AGADEZ,Poivron / Superficie,2026-09-14
NE-5,PEPPER_AREA_HA,2024/2025,9.0,ha,A,camelot_ml,bulletin_3T25.pdf,TAHOUA,Poivron / Superficie,2026-09-14
NE-6,PEPPER_AREA_HA,2024/2025,107.0,ha,A,camelot_ml,bulletin_3T25.pdf,TILLABERY,Poivron / Superficie,2026-09-14
NE-7,PEPPER_AREA_HA,2024/2025,860.0,ha,A,camelot_ml,bulletin_3T25.pdf,ZINDER,Poivron / Superficie,2026-09-14
_T,PEPPER_AREA_HA,2024/2025,1266.0,ha,A,camelot_ml,bulletin_3T25.pdf,ENSEMBLE,Poivron / Superficie,2026-09-14
NE-1,PEPPER_YIELD_KG_HA,2024/2025,22955.0,kg/ha,A,camelot_ml,bulletin_3T25.pdf,AGADEZ,Poivron / Rendement,2026-09-14
NE-5,PEPPER_YIELD_KG_HA,2024/2025,21111.0,kg/ha,A,camelot_ml,bulletin_3T25.pdf,TAHOUA,Poivron / Rendement,2026-09-14
NE-7,PEPPER_YIELD_KG_HA,2024/2025,23294.0,kg/ha,A,camelot_ml,bulletin_3T25.pdf,ZINDER,Poivron / Rendement,2026-09-14
_T,PEPPER_YIELD_KG_HA,2024/2025,21232.0,kg/ha,A,camelot_ml,bulletin_3T25.pdf,ENSEMBLE,Poivron / Rendement,2026-09-14
NE-1,PEPPER_PROD_T,2024/2025,6657.0,t,A,camelot_ml,bulletin_3T25.pdf,AGADEZ,Poivron / Production,2026-09-14
NE-5,PEPPER_PROD_T,2024/2025,190.0,t,A,camelot_ml,bulletin_3T25.pdf,TAHOUA,Poivron / Production,2026-09-14
NE-7,PEPPER_PROD_T,2024/2025,20033.0,t,A,camelot_ml,bulletin_3T25.pdf,ZINDER,Poivron / Production,2026-09-14
_T,PEPPER_PROD_T,2024/2025,26880.0,t,A,camelot_ml,bulletin_3T25.pdf,ENSEMBLE,Poivron / Production,2026-09-14
NE-1,MILLET_AREA_HA,2023/2024,73.0,ha,A,pdfplumber,bulletin_1T24.pdf,AGADEZ,Mil / Superficie,2026-09-14
NE-2,MILLET_AREA_HA,2023/2024,96728.0,ha,A,pdfplumber,bulletin_1T24.pdf,DIFFA,Mil / Superficie,2026-09-14
NE-3,MILLET_AREA_HA,2023/2024,1141816.0,ha,A,pdfplumber,bulletin_1T24.pdf,DOSSO,Mil / Superficie,2026-09-14
NE-4,MILLET_AREA_HA,2023/2024,1459387.0,ha,A,pdfplumber,bulletin_1T24.pdf,MARADI,Mil / Superficie,2026-09-14
NE-5,MILLET_AREA_HA,2023/2024,1301537.0,ha,A,pdfplumber,bulletin_1T24.pdf,TAHOUA,Mil / Superficie,2026-09-14
NE-6,MILLET_AREA_HA,2023/2024,1304993.0,ha,A,pdfplumber,bulletin_1T24.pdf,TILLABERY,Mil / Superficie,2026-09-14
NE-7,MILLET_AREA_HA,2023/2024,1414049.0,ha,A,pdfplumber,bulletin_1T24.pdf,ZINDER,Mil / Superficie,2026-09-14
NE-8,MILLET_AREA_HA,2023/2024,18008.0,ha,A,pdfplumber,bulletin_1T24.pdf,NIAMEY.,Mil / Superficie,2026-09-14
_T,MILLET_AREA_HA,2023/2024,6736592.0,ha,A,pdfplumber,bulletin_1T24.pdf,ENSEMBLE,Mil / Superficie,2026-09-14
NE-1,MILLET_YIELD_KG_HA,2023/2024,371.0,kg/ha,A,pdfplumber,bulletin_1T24.pdf,AGADEZ,Mil / Rendement,2026-09-14
NE-2,MILLET_YIELD_KG_HA,2023/2024,323.0,kg/ha,A,pdfplumber,bulletin_1T24.pdf,DIFFA,Mil / Rendement,2026-09-14
NE-3,MILLET_YIELD_KG_HA,2023/2024,477.0,kg/ha,A,pdfplumber,bulletin_1T24.pdf,DOSSO,Mil / Rendement,2026-09-14
NE-4,MILLET_YIELD_KG_HA,2023/2024,583.0,kg/ha,A,pdfplumber,bulletin_1T24.pdf,MARADI,Mil / Rendement,2026-09-14
NE-5,MILLET_YIELD_KG_HA,2023/2024,512.0,kg/ha,A,pdfplumber,bulletin_1T24.pdf,TAHOUA,Mil / Rendement,2026-09-14
NE-6,MILLET_YIELD_KG_HA,2023/2024,338.0,kg/ha,A,pdfplumber,bulletin_1T24.pdf,TILLABERY,Mil / Rendement,2026-09-14
NE-7,MILLET_YIELD_KG_HA,2023/2024,438.0,kg/ha,A,pdfplumber,bulletin_1T24.pdf,ZINDER,Mil / Rendement,2026-09-14
NE-8,MILLET_YIELD_KG_HA,2023/2024,458.0,kg/ha,A,pdfplumber,bulletin_1T24.pdf,NIAMEY.,Mil / Rendement,2026-09-14
_T,MILLET_YIELD_KG_HA,2023/2024,469.0,kg/ha,A,pdfplumber,bulletin_1T24.pdf,ENSEMBLE,Mil / Rendement,2026-09-14
NE-1,MILLET_PROD_T,2023/2024,27.0,t,A,pdfplumber,bulletin_1T24.pdf,AGADEZ,Mil / Production,2026-09-14
NE-2,MILLET_PROD_T,2023/2024,31252.0,t,A,pdfplumber,bulletin_1T24.pdf,DIFFA,Mil / Production,2026-09-14
NE-3,MILLET_PROD_T,2023/2024,544993.0,t,A,pdfplumber,bulletin_1T24.pdf,DOSSO,Mil / Production,2026-09-14
NE-4,MILLET_PROD_T,2023/2024,850612.0,t,A,pdfplumber,bulletin_1T24.pdf,MARADI,Mil / Production,2026-09-14
NE-5,MILLET_PROD_T,2023/2024,666778.0,t,A,pdfplumber,bulletin_1T24.pdf,TAHOUA,Mil / Production,2026-09-14
NE-6,MILLET_PROD_T,2023/2024,440546.0,t,A,pdfplumber,bulletin_1T24.pdf,TILLABERY,Mil / Production,2026-09-14
NE-7,MILLET_PROD_T,2023/2024,619420.0,t,A,pdfplumber,bulletin_1T24.pdf,ZINDER,Mil / Production,2026-09-14
NE-8,MILLET_PROD_T,2023/2024,8240.0,t,A,pdfplumber,bulletin_1T24.pdf,NIAMEY.,Mil / Production,2026-09-14
_T,MILLET_PROD_T,2023/2024,3161868.0,t,A,pdfplumber,bulletin_1T24.pdf,ENSEMBLE,Mil / Production,2026-09-14
NE-1,SORGHUM_AREA_HA,2023/2024,100.0,ha,A,pdfplumber,bulletin_1T24.pdf,AGADEZ,Sorgho / Superficie,2026-09-14
NE-2,SORGHUM_AREA_HA,2023/2024,23647.0,ha,A,pdfplumber,bulletin_1T24.pdf,DIFFA,Sorgho / Superficie,2026-09-14
NE-3,SORGHUM_AREA_HA,2023/2024,357856.0,ha,A,pdfplumber,bulletin_1T24.pdf,DOSSO,Sorgho / Superficie,2026-09-14
NE-4,SORGHUM_AREA_HA,2023/2024,1064466.0,ha,A,pdfplumber,bulletin_1T24.pdf,MARADI,Sorgho / Superficie,2026-09-14
NE-5,SORGHUM_AREA_HA,2023/2024,550838.0,ha,A,pdfplumber,bulletin_1T24.pdf,TAHOUA,Sorgho / Superficie,2026-09-14
NE-6,SORGHUM_AREA_HA,2023/2024,399914.0,ha,A,pdfplumber,bulletin_1T24.pdf,TILLABERY,Sorgho / Superficie,2026-09-14
NE-7,SORGHUM_AREA_HA,2023/2024,1138060.0,ha,A,pdfplumber,bulletin_1T24.pdf,ZINDER,Sorgho / Superficie,2026-09-14
NE-8,SORGHUM_AREA_HA,2023/2024,384.0,ha,A,pdfplumber,bulletin_1T24.pdf,NIAMEY.,Sorgho / Superficie,2026-09-14
_T,SORGHUM_AREA_HA,2023/2024,3535264.0,ha,A,pdfplumber,bulletin_1T24.pdf,ENSEMBLE,Sorgho / Superficie,2026-09-14
NE-1,SORGHUM_YIELD_KG_HA,2023/2024,300.0,kg/ha,A,pdfplumber,bulletin_1T24.pdf,AGADEZ,Sorgho / Rendement,2026-09-14
NE-2,SORGHUM_YIELD_KG_HA,2023/2024,253.0,kg/ha,A,pdfplumber,bulletin_1T24.pdf,DIFFA,Sorgho / Rendement,2026-09-14
NE-3,SORGHUM_YIELD_KG_HA,2023/2024,475.0,kg/ha,A,pdfplumber,bulletin_1T24.pdf,DOSSO,Sorgho / Rendement,2026-09-14
NE-4,SORGHUM_YIELD_KG_HA,2023/2024,590.0,kg/ha,A,pdfplumber,bulletin_1T24.pdf,MARADI,Sorgho / Rendement,2026-09-14
NE-5,SORGHUM_YIELD_KG_HA,2023/2024,638.0,kg/ha,A,pdfplumber,bulletin_1T24.pdf,TAHOUA,Sorgho / Rendement,2026-09-14
NE-6,SORGHUM_YIELD_KG_HA,2023/2024,334.0,kg/ha,A,pdfplumber,bulletin_1T24.pdf,TILLABERY,Sorgho / Rendement,2026-09-14
NE-7,SORGHUM_YIELD_KG_HA,2023/2024,361.0,kg/ha,A,pdfplumber,bulletin_1T24.pdf,ZINDER,Sorgho / Rendement,2026-09-14
NE-8,SORGHUM_YIELD_KG_HA,2023/2024,566.0,kg/ha,A,pdfplumber,bulletin_1T24.pdf,NIAMEY.,Sorgho / Rendement,2026-09-14
_T,SORGHUM_YIELD_KG_HA,2023/2024,481.0,kg/ha,A,pdfplumber,bulletin_1T24.pdf,ENSEMBLE,Sorgho / Rendement,2026-09-14
NE-1,SORGHUM_PROD_T,2023/2024,30.0,t,A,pdfplumber,bulletin_1T24.pdf,AGADEZ,Sorgho / Production,2026-09-14
NE-2,SORGHUM_PROD_T,2023/2024,5971.0,t,A,pdfplumber,bulletin_1T24.pdf,DIFFA,Sorgho / Production,2026-09-14
NE-3,SORGHUM_PROD_T,2023/2024,170038.0,t,A,pdfplumber,bulletin_1T24.pdf,DOSSO,Sorgho / Production,2026-09-14
NE-4,SORGHUM_PROD_T,2023/2024,628546.0,t,A,pdfplumber,bulletin_1T24.pdf,MARADI,Sorgho / Production,2026-09-14
NE-5,SORGHUM_PROD_T,2023/2024,351518.0,t,A,pdfplumber,bulletin_1T24.pdf,TAHOUA,Sorgho / Production,2026-09-14
NE-6,SORGHUM_PROD_T,2023/2024,133600.0,t,A,pdfplumber,bulletin_1T24.pdf,TILLABERY,Sorgho / Production,2026-09-14
NE-7,SORGHUM_PROD_T,2023/2024,410988.0,t,A,pdfplumber,bulletin_1T24.pdf,ZINDER,Sorgho / Production,2026-09-14
NE-8,SORGHUM_PROD_T,2023/2024,217.0,t,A,pdfplumber,bulletin_1T24.pdf,NIAMEY.,Sorgho / Production,2026-09-14
_T,SORGHUM_PROD_T,2023/2024,1700908.0,t,A,pdfplumber,bulletin_1T24.pdf,ENSEMBLE,Sorgho / Production,2026-09-14
NE-1,RICE_AREA_HA,2023/2024,40.0,ha,A,pdfplumber,bulletin_1T24.pdf,AGADEZ,Riz / Superficie,2026-09-14
NE-2,RICE_AREA_HA,2023/2024,1956.0,ha,A,pdfplumber,bulletin_1T24.pdf,DIFFA,Riz / Superficie,2026-09-14
NE-3,RICE_AREA_HA,2023/2024,5570.0,ha,A,pdfplumber,bulletin_1T24.pdf,DOSSO,Riz / Superficie,2026-09-14
NE-4,RICE_AREA_HA,2023/2024,1154.0,ha,A,pdfplumber,bulletin_1T24.pdf,MARADI,Riz / Superficie,2026-09-14
NE-5,RICE_AREA_HA,2023/2024,2655.0,ha,A,pdfplumber,bulletin_1T24.pdf,TAHOUA,Riz / Superficie,2026-09-14
NE-6,RICE_AREA_HA,2023/2024,6913.0,ha,A,pdfplumber,bulletin_1T24.pdf,TILLABERY,Riz / Superficie,2026-09-14
NE-7,RICE_AREA_HA,2023/2024,2417.0,ha,A,pdfplumber,bulletin_1T24.pdf,ZINDER,Riz / Superficie,2026-09-14
NE-8,RICE_AREA_HA,2023/2024,8.0,ha,A,pdfplumber,bulletin_1T24.pdf,NIAMEY.,Riz / Superficie,2026-09-14
_T,RICE_AREA_HA,2023/2024,20712.0,ha,A,pdfplumber,bulletin_1T24.pdf,ENSEMBLE,Riz / Superficie,2026-09-14
NE-1,RICE_YIELD_KG_HA,2023/2024,935.0,kg/ha,A,pdfplumber,bulletin_1T24.pdf,AGADEZ,Riz / Rendement,2026-09-14
NE-2,RICE_YIELD_KG_HA,2023/2024,2205.0,kg/ha,A,pdfplumber,bulletin_1T24.pdf,DIFFA,Riz / Rendement,2026-09-14
NE-3,RICE_YIELD_KG_HA,2023/2024,1795.0,kg/ha,A,pdfplumber,bulletin_1T24.pdf,DOSSO,Riz / Rendement,2026-09-14
NE-4,RICE_YIELD_KG_HA,2023/2024,1807.0,kg/ha,A,pdfplumber,bulletin_1T24.pdf,MARADI,Riz / Rendement,2026-09-14
NE-5,RICE_YIELD_KG_HA,2023/2024,1514.0,kg/ha,A,pdfplumber,bulletin_1T24.pdf,TAHOUA,Riz / Rendement,2026-09-14
NE-6,RICE_YIELD_KG_HA,2023/2024,2304.0,kg/ha,A,pdfplumber,bulletin_1T24.pdf,TILLABERY,Riz / Rendement,2026-09-14
NE-7,RICE_YIELD_KG_HA,2023/2024,2723.0,kg/ha,A,pdfplumber,bulletin_1T24.pdf,ZINDER,Riz / Rendement,2026-09-14
NE-8,RICE_YIELD_KG_HA,2023/2024,3038.0,kg/ha,A,pdfplumber,bulletin_1T24.pdf,NIAMEY.,Riz / Rendement,2026-09-14
_T,RICE_YIELD_KG_HA,2023/2024,2075.0,kg/ha,A,pdfplumber,bulletin_1T24.pdf,ENSEMBLE,Riz / Rendement,2026-09-14
NE-1,RICE_PROD_T,2023/2024,37.0,t,A,pdfplumber,bulletin_1T24.pdf,AGADEZ,Riz / Production,2026-09-14
NE-2,RICE_PROD_T,2023/2024,4314.0,t,A,pdfplumber,bulletin_1T24.pdf,DIFFA,Riz / Production,2026-09-14
NE-3,RICE_PROD_T,2023/2024,9996.0,t,A,pdfplumber,bulletin_1T24.pdf,DOSSO,Riz / Production,2026-09-14
NE-4,RICE_PROD_T,2023/2024,2086.0,t,A,pdfplumber,bulletin_1T24.pdf,MARADI,Riz / Production,2026-09-14
NE-5,RICE_PROD_T,2023/2024,4019.0,t,A,pdfplumber,bulletin_1T24.pdf,TAHOUA,Riz / Production,2026-09-14
NE-6,RICE_PROD_T,2023/2024,15926.0,t,A,pdfplumber,bulletin_1T24.pdf,TILLABERY,Riz / Production,2026-09-14
NE-7,RICE_PROD_T,2023/2024,6580.0,t,A,pdfplumber,bulletin_1T24.pdf,ZINDER,Riz / Production,2026-09-14
NE-8,RICE_PROD_T,2023/2024,24.0,t,A,pdfplumber,bulletin_1T24.pdf,NIAMEY.,Riz / Production,2026-09-14
_T,RICE_PROD_T,2023/2024,42981.0,t,A,pdfplumber,bulletin_1T24.pdf,ENSEMBLE,Riz / Production,2026-09-14
NE-1,MAIZE_AREA_HA,2023/2024,660.0,ha,A,pdfplumber,bulletin_1T24.pdf,AGADEZ,Maïs / Superficie,2026-09-14
NE-2,MAIZE_AREA_HA,2023/2024,2479.0,ha,A,pdfplumber,bulletin_1T24.pdf,DIFFA,Maïs / Superficie,2026-09-14
NE-3,MAIZE_AREA_HA,2023/2024,2804.0,ha,A,pdfplumber,bulletin_1T24.pdf,DOSSO,Maïs / Superficie,2026-09-14
NE-4,MAIZE_AREA_HA,2023/2024,2451.0,ha,A,pdfplumber,bulletin_1T24.pdf,MARADI,Maïs / Superficie,2026-09-14
NE-5,MAIZE_AREA_HA,2023/2024,2056.0,ha,A,pdfplumber,bulletin_1T24.pdf,TAHOUA,Maïs / Superficie,2026-09-14
NE-6,MAIZE_AREA_HA,2023/2024,2249.0,ha,A,pdfplumber,bulletin_1T24.pdf,TILLABERY,Maïs / Superficie,2026-09-14
NE-7,MAIZE_AREA_HA,2023/2024,1511.0,ha,A,pdfplumber,bulletin_1T24.pdf,ZINDER,Maïs / Superficie,2026-09-14
NE-8,MAIZE_AREA_HA,2023/2024,54.0,ha,A,pdfplumber,bulletin_1T24.pdf,NIAMEY.,Maïs / Superficie,2026-09-14
_T,MAIZE_AREA_HA,2023/2024,14264.0,ha,A,pdfplumber,bulletin_1T24.pdf,ENSEMBLE,Maïs / Superficie,2026-09-14
NE-1,MAIZE_YIELD_KG_HA,2023/2024,814.0,kg/ha,A,pdfplumber,bulletin_1T24.pdf,AGADEZ,Maïs / Rendement,2026-09-14
NE-2,MAIZE_YIELD_KG_HA,2023/2024,684.0,kg/ha,A,pdfplumber,bulletin_1T24.pdf,DIFFA,Maïs / Rendement,2026-09-14
NE-3,MAIZE_YIELD_KG_HA,2023/2024,641.0,kg/ha,A,pdfplumber,bulletin_1T24.pdf,DOSSO,Maïs / Rendement,2026-09-14
NE-4,MAIZE_YIELD_KG_HA,2023/2024,717.0,kg/ha,A,pdfplumber,bulletin_1T24.pdf,MARADI,Maïs / Rendement,2026-09-14
NE-5,MAIZE_YIELD_KG_HA,2023/2024,653.0,kg/ha,A,pdfplumber,bulletin_1T24.pdf,TAHOUA,Maïs / Rendement,2026-09-14
NE-6,MAIZE_YIELD_KG_HA,2023/2024,542.0,kg/ha,A,pdfplumber,bulletin_1T24.pdf,TILLABERY,Maïs / Rendement,2026-09-14
NE-7,MAIZE_YIELD_KG_HA,2023/2024,679.0,kg/ha,A,pdfplumber,bulletin_1T24.pdf,ZINDER,Maïs / Rendement,2026-09-14
NE-8,MAIZE_YIELD_KG_HA,2023/2024,646.0,kg/ha,A,pdfplumber,bulletin_1T24.pdf,NIAMEY.,Maïs / Rendement,2026-09-14
_T,MAIZE_YIELD_KG_HA,2023/2024,660.0,kg/ha,A,pdfplumber,bulletin_1T24.pdf,ENSEMBLE,Maïs / Rendement,2026-09-14
NE-1,MAIZE_PROD_T,2023/2024,537.0,t,A,pdfplumber,bulletin_1T24.pdf,AGADEZ,Maïs / Production,2026-09-14
NE-2,MAIZE_PROD_T,2023/2024,1695.0,t,A,pdfplumber,bulletin_1T24.pdf,DIFFA,Maïs / Production,2026-09-14
NE-3,MAIZE_PROD_T,2023/2024,1798.0,t,A,pdfplumber,bulletin_1T24.pdf,DOSSO,Maïs / Production,2026-09-14
NE-4,MAIZE_PROD_T,2023/2024,1758.0,t,A,pdfplumber,bulletin_1T24.pdf,MARADI,Maïs / Production,2026-09-14
NE-5,MAIZE_PROD_T,2023/2024,1342.0,t,A,pdfplumber,bulletin_1T24.pdf,TAHOUA,Maïs / Production,2026-09-14
NE-6,MAIZE_PROD_T,2023/2024,1219.0,t,A,pdfplumber,bulletin_1T24.pdf,TILLABERY,Maïs / Production,2026-09-14
NE-7,MAIZE_PROD_T,2023/2024,1026.0,t,A,pdfplumber,bulletin_1T24.pdf,ZINDER,Maïs / Production,2026-09-14
NE-8,MAIZE_PROD_T,2023/2024,35.0,t,A,pdfplumber,bulletin_1T24.pdf,NIAMEY.,Maïs / Production,2026-09-14
_T,MAIZE_PROD_T,2023/2024,9410.0,t,A,pdfplumber,bulletin_1T24.pdf,ENSEMBLE,Maïs / Production,2026-09-14
NE-1,FONIO_AREA_HA,2023/2024,0.0,ha,A,pdfplumber,bulletin_1T24.pdf,AGADEZ,Fonio / Superficie,2026-09-14
NE-2,FONIO_AREA_HA,2023/2024,15.0,ha,A,pdfplumber,bulletin_1T24.pdf,DIFFA,Fonio / Superficie,2026-09-14
NE-3,FONIO_AREA_HA,2023/2024,8173.0,ha,A,pdfplumber,bulletin_1T24.pdf,DOSSO,Fonio / Superficie,2026-09-14
NE-4,FONIO_AREA_HA,2023/2024,0.0,ha,A,pdfplumber,bulletin_1T24.pdf,MARADI,Fonio / Superficie,2026-09-14
NE-5,FONIO_AREA_HA,2023/2024,0.0,ha,A,pdfplumber,bulletin_1T24.pdf,TAHOUA,Fonio / Superficie,2026-09-14
NE-6,FONIO_AREA_HA,2023/2024,0.0,ha,A,pdfplumber,bulletin_1T24.pdf,TILLABERY,Fonio / Superficie,2026-09-14
NE-7,FONIO_AREA_HA,2023/2024,0.0,ha,A,pdfplumber,bulletin_1T24.pdf,ZINDER,Fonio / Superficie,2026-09-14
NE-8,FONIO_AREA_HA,2023/2024,0.0,ha,A,pdfplumber,bulletin_1T24.pdf,NIAMEY.,Fonio / Superficie,2026-09-14
_T,FONIO_AREA_HA,2023/2024,8188.0,ha,A,pdfplumber,bulletin_1T24.pdf,ENSEMBLE,Fonio / Superficie,2026-09-14
NE-1,FONIO_YIELD_KG_HA,2023/2024,0.0,kg/ha,A,pdfplumber,bulletin_1T24.pdf,AGADEZ,Fonio / Rendement,2026-09-14
NE-2,FONIO_YIELD_KG_HA,2023/2024,57.0,kg/ha,A,pdfplumber,bulletin_1T24.pdf,DIFFA,Fonio / Rendement,2026-09-14
NE-3,FONIO_YIELD_KG_HA,2023/2024,694.0,kg/ha,A,pdfplumber,bulletin_1T24.pdf,DOSSO,Fonio / Rendement,2026-09-14
NE-4,FONIO_YIELD_KG_HA,2023/2024,0.0,kg/ha,A,pdfplumber,bulletin_1T24.pdf,MARADI,Fonio / Rendement,2026-09-14
NE-5,FONIO_YIELD_KG_HA,2023/2024,0.0,kg/ha,A,pdfplumber,bulletin_1T24.pdf,TAHOUA,Fonio / Rendement,2026-09-14
NE-6,FONIO_YIELD_KG_HA,2023/2024,0.0,kg/ha,A,pdfplumber,bulletin_1T24.pdf,TILLABERY,Fonio / Rendement,2026-09-14
NE-7,FONIO_YIELD_KG_HA,2023/2024,0.0,kg/ha,A,pdfplumber,bulletin_1T24.pdf,ZINDER,Fonio / Rendement,2026-09-14
NE-8,FONIO_YIELD_KG_HA,2023/2024,0.0,kg/ha,A,pdfplumber,bulletin_1T24.pdf,NIAMEY.,Fonio / Rendement,2026-09-14
_T,FONIO_YIELD_KG_HA,2023/2024,693.0,kg/ha,A,pdfplumber,bulletin_1T24.pdf,ENSEMBLE,Fonio / Rendement,2026-09-14
NE-1,FONIO_PROD_T,2023/2024,0.0,t,A,pdfplumber,bulletin_1T24.pdf,AGADEZ,Fonio / Production,2026-09-14
NE-2,FONIO_PROD_T,2023/2024,1.0,t,A,pdfplumber,bulletin_1T24.pdf,DIFFA,Fonio / Production,2026-09-14
NE-3,FONIO_PROD_T,2023/2024,5676.0,t,A,pdfplumber,bulletin_1T24.pdf,DOSSO,Fonio / Production,2026-09-14
NE-4,FONIO_PROD_T,2023/2024,0.0,t,A,pdfplumber,bulletin_1T24.pdf,MARADI,Fonio / Production,2026-09-14
NE-5,FONIO_PROD_T,2023/2024,0.0,t,A,pdfplumber,bulletin_1T24.pdf,TAHOUA,Fonio / Production,2026-09-14
NE-6,FONIO_PROD_T,2023/2024,0.0,t,A,pdfplumber,bulletin_1T24.pdf,TILLABERY,Fonio / Production,2026-09-14
NE-7,FONIO_PROD_T,2023/2024,0.0,t,A,pdfplumber,bulletin_1T24.pdf,ZINDER,Fonio / Production,2026-09-14
NE-8,FONIO_PROD_T,2023/2024,0.0,t,A,pdfplumber,bulletin_1T24.pdf,NIAMEY.,Fonio / Production,2026-09-14
_T,FONIO_PROD_T,2023/2024,5677.0,t,A,pdfplumber,bulletin_1T24.pdf,ENSEMBLE,Fonio / Production,2026-09-14
NE-1,COWPEA_AREA_HA,2023/2024,152.0,ha,A,pdfplumber,bulletin_1T24.pdf,AGADEZ,Niébé / Superficie,2026-09-14
NE-2,COWPEA_AREA_HA,2023/2024,43019.0,ha,A,pdfplumber,bulletin_1T24.pdf,DIFFA,Niébé / Superficie,2026-09-14
NE-3,COWPEA_AREA_HA,2023/2024,1050978.0,ha,A,pdfplumber,bulletin_1T24.pdf,DOSSO,Niébé / Superficie,2026-09-14
NE-4,COWPEA_AREA_HA,2023/2024,1151090.0,ha,A,pdfplumber,bulletin_1T24.pdf,MARADI,Niébé / Superficie,2026-09-14
NE-5,COWPEA_AREA_HA,2023/2024,884653.0,ha,A,pdfplumber,bulletin_1T24.pdf,TAHOUA,Niébé / Superficie,2026-09-14
NE-6,COWPEA_AREA_HA,2023/2024,1041771.0,ha,A,pdfplumber,bulletin_1T24.pdf,TILLABERY,Niébé / Superficie,2026-09-14
NE-7,COWPEA_AREA_HA,2023/2024,1319479.0,ha,A,pdfplumber,bulletin_1T24.pdf,ZINDER,Niébé / Superficie,2026-09-14
NE-8,COWPEA_AREA_HA,2023/2024,1316237.0,ha,A,pdfplumber,bulletin_1T24.pdf,NIAMEY.,Niébé / Superficie,2026-09-14
_T,COWPEA_AREA_HA,2023/2024,6807378.0,ha,A,pdfplumber,bulletin_1T24.pdf,ENSEMBLE,Niébé / Superficie,2026-09-14
NE-1,COWPEA_YIELD_KG_HA,2023/2024,335.0,kg/ha,A,pdfplumber,bulletin_1T24.pdf,AGADEZ,Niébé / Rendement,2026-09-14
NE-2,COWPEA_YIELD_KG_HA,2023/2024,348.0,kg/ha,A,pdfplumber,bulletin_1T24.pdf,DIFFA,Niébé / Rendement,2026-09-14
NE-3,COWPEA_YIELD_KG_HA,2023/2024,427.0,kg/ha,A,pdfplumber,bulletin_1T24.pdf,DOSSO,Niébé / Rendement,2026-09-14
NE-4,COWPEA_YIELD_KG_HA,2023/2024,401.0,kg/ha,A,pdfplumber,bulletin_1T24.pdf,MARADI,Niébé / Rendement,2026-09-14
NE-5,COWPEA_YIELD_KG_HA,2023/2024,435.0,kg/ha,A,pdfplumber,bulletin_1T24.pdf,TAHOUA,Niébé / Rendement,2026-09-14
NE-6,COWPEA_YIELD_KG_HA,2023/2024,275.0,kg/ha,A,pdfplumber,bulletin_1T24.pdf,TILLABERY,Niébé / Rendement,2026-09-14
NE-7,COWPEA_YIELD_KG_HA,2023/2024,471.0,kg/ha,A,pdfplumber,bulletin_1T24.pdf,ZINDER,Niébé / Rendement,2026-09-14
NE-8,COWPEA_YIELD_KG_HA,2023/2024,416.0,kg/ha,A,pdfplumber,bulletin_1T24.pdf,NIAMEY.,Niébé / Rendement,2026-09-14
_T,COWPEA_YIELD_KG_HA,2023/2024,406.0,kg/ha,A,pdfplumber,bulletin_1T24.pdf,ENSEMBLE,Niébé / Rendement,2026-09-14
NE-1,COWPEA_PROD_T,2023/2024,51.0,t,A,pdfplumber,bulletin_1T24.pdf,AGADEZ,Niébé / Production,2026-09-14
NE-2,COWPEA_PROD_T,2023/2024,14960.0,t,A,pdfplumber,bulletin_1T24.pdf,DIFFA,Niébé / Production,2026-09-14
